,-1,-2,-3
blocks.0.ln1_post.hook_normalized,tensor(-0.3162),tensor(0.8004),tensor(1.3856)
blocks.0.ln2_post.hook_normalized,tensor(-0.3551),tensor(0.3787),tensor(0.0496)
blocks.0.hook_resid_post,tensor(1.8693),tensor(-0.6110),tensor(-0.5744)
blocks.1.ln1_post.hook_normalized,tensor(0.5862),tensor(0.1689),tensor(0.3954)
blocks.1.ln2_post.hook_normalized,tensor(-0.5931),tensor(0.3408),tensor(-0.2031)
blocks.2.ln1_post.hook_normalized,tensor(0.1317),tensor(0.1652),tensor(0.1428)
blocks.2.ln2_post.hook_normalized,tensor(-0.0095),tensor(0.3319),tensor(0.0864)
blocks.3.ln1_post.hook_normalized,tensor(0.4921),tensor(0.0728),tensor(0.3724)
blocks.3.ln2_post.hook_normalized,tensor(-0.0135),tensor(-0.3619),tensor(0.0962)
blocks.4.ln1_post.hook_normalized,tensor(0.5294),tensor(0.5445),tensor(0.5866)
blocks.4.ln2_post.hook_normalized,tensor(-0.3987),tensor(0.2652),tensor(0.0623)
blocks.5.ln1_post.hook_normalized,tensor(0.2490),tensor(0.4886),tensor(0.5594)
blocks.5.ln2_post.hook_normalized,tensor(0.2846),tensor(0.1172),tensor(0.2842)
blocks.6.ln1_post.hook_normalized,tensor(0.1912),tensor(0.4761),tensor(0.2782)
blocks.6.ln2_post.hook_normalized,tensor(-0.2853),tensor(0.4416),tensor(0.4368)
blocks.7.ln1_post.hook_normalized,tensor(1.0001),tensor(0.4118),tensor(0.3705)
blocks.7.ln2_post.hook_normalized,tensor(0.0687),tensor(0.3572),tensor(0.1869)
blocks.8.ln1_post.hook_normalized,tensor(0.0684),tensor(0.0749),tensor(0.0601)
blocks.8.ln2_post.hook_normalized,tensor(-0.1459),tensor(0.4530),tensor(0.5599)
blocks.9.ln1_post.hook_normalized,tensor(0.2318),tensor(-0.0832),tensor(0.1186)
blocks.9.ln2_post.hook_normalized,tensor(-0.1183),tensor(0.2529),tensor(0.1802)
blocks.10.ln1_post.hook_normalized,tensor(0.2831),tensor(0.0204),tensor(0.1394)
blocks.10.ln2_post.hook_normalized,tensor(-0.2531),tensor(-0.0526),tensor(0.0969)
blocks.11.ln1_post.hook_normalized,tensor(1.1226),tensor(0.4362),tensor(0.5107)
blocks.11.ln2_post.hook_normalized,tensor(0.1569),tensor(0.7010),tensor(0.5775)
blocks.12.ln1_post.hook_normalized,tensor(0.1151),tensor(0.0307),tensor(0.0552)
blocks.12.ln2_post.hook_normalized,tensor(-0.1308),tensor(0.0342),tensor(0.1139)
blocks.13.ln1_post.hook_normalized,tensor(0.3470),tensor(0.2016),tensor(0.1186)
blocks.13.ln2_post.hook_normalized,tensor(-0.3000),tensor(0.1100),tensor(0.0074)
blocks.14.ln1_post.hook_normalized,tensor(-0.1072),tensor(-0.0720),tensor(-0.0039)
blocks.14.ln2_post.hook_normalized,tensor(-0.6160),tensor(-0.1443),tensor(-0.1352)
blocks.15.ln1_post.hook_normalized,tensor(0.2567),tensor(0.3699),tensor(0.2953)
blocks.15.ln2_post.hook_normalized,tensor(-0.0551),tensor(0.3026),tensor(0.3408)
blocks.16.ln1_post.hook_normalized,tensor(0.8342),tensor(0.4549),tensor(0.5069)
blocks.16.ln2_post.hook_normalized,tensor(-0.0625),tensor(0.1148),tensor(0.1616)
blocks.17.ln1_post.hook_normalized,tensor(-0.5007),tensor(0.1796),tensor(0.1754)
blocks.17.ln2_post.hook_normalized,tensor(0.0388),tensor(0.0168),tensor(0.3392)
blocks.18.ln1_post.hook_normalized,tensor(0.0974),tensor(0.0681),tensor(0.1847)
blocks.18.ln2_post.hook_normalized,tensor(-0.0251),tensor(0.0722),tensor(0.4644)
blocks.19.ln1_post.hook_normalized,tensor(-0.2324),tensor(-0.1509),tensor(-0.1030)
blocks.19.ln2_post.hook_normalized,tensor(0.4953),tensor(0.3268),tensor(0.3588)
blocks.20.ln1_post.hook_normalized,tensor(0.0968),tensor(0.2385),tensor(0.4045)
blocks.20.ln2_post.hook_normalized,tensor(-0.4068),tensor(0.3244),tensor(0.4270)
blocks.20.hook_resid_post,tensor(7.1536),tensor(15.5677),tensor(18.9038)
